month,measure,state,sector,value
5/1/2017,million kilowatthours,Nevada,residential,974
5/1/2017,million kilowatthours,Nevada,commercial,905
5/1/2017,million kilowatthours,Nevada,industrial,1095
5/1/2017,million kilowatthours,Nevada,transportation,1
5/1/2017,million kilowatthours,Nevada,other,NA
5/1/2017,million kilowatthours,New Mexico,residential,452
5/1/2017,million kilowatthours,New Mexico,commercial,728
5/1/2017,million kilowatthours,New Mexico,industrial,636
5/1/2017,million kilowatthours,New Mexico,transportation,0
5/1/2017,million kilowatthours,New Mexico,other,NA
5/1/2017,million kilowatthours,Utah,residential,633
5/1/2017,million kilowatthours,Utah,commercial,940
5/1/2017,million kilowatthours,Utah,industrial,809
5/1/2017,million kilowatthours,Utah,transportation,5
5/1/2017,million kilowatthours,Utah,other,NA
5/1/2017,million kilowatthours,Wyoming,residential,193
5/1/2017,million kilowatthours,Wyoming,commercial,299
5/1/2017,million kilowatthours,Wyoming,industrial,843
5/1/2017,million kilowatthours,Wyoming,transportation,0
5/1/2017,million kilowatthours,Wyoming,other,NA
5/1/2017,million kilowatthours,California,residential,6619
5/1/2017,million kilowatthours,California,commercial,9445
5/1/2017,million kilowatthours,California,industrial,3921
5/1/2017,million kilowatthours,California,transportation,67
5/1/2017,million kilowatthours,California,other,NA
5/1/2017,million kilowatthours,Oregon,residential,1384
5/1/2017,million kilowatthours,Oregon,commercial,1306
5/1/2017,million kilowatthours,Oregon,industrial,1156
5/1/2017,million kilowatthours,Oregon,transportation,2
5/1/2017,million kilowatthours,Oregon,other,NA
5/1/2017,million kilowatthours,Washington,residential,2523
5/1/2017,million kilowatthours,Washington,commercial,2386
5/1/2017,million kilowatthours,Washington,industrial,2018
5/1/2017,million kilowatthours,Washington,transportation,0
5/1/2017,million kilowatthours,Washington,other,NA
5/1/2017,million kilowatthours,Alaska,residential,145
5/1/2017,million kilowatthours,Alaska,commercial,210
5/1/2017,million kilowatthours,Alaska,industrial,116
5/1/2017,million kilowatthours,Alaska,transportation,0
5/1/2017,million kilowatthours,Alaska,other,NA
5/1/2017,million kilowatthours,Hawaii,residential,216
5/1/2017,million kilowatthours,Hawaii,commercial,262
5/1/2017,million kilowatthours,Hawaii,industrial,306
5/1/2017,million kilowatthours,Hawaii,transportation,0
5/1/2017,million kilowatthours,Hawaii,other,NA
6/1/2017,million kilowatthours,Connecticut,residential,985
6/1/2017,million kilowatthours,Connecticut,commercial,1065
6/1/2017,million kilowatthours,Connecticut,industrial,289
6/1/2017,million kilowatthours,Connecticut,transportation,15
6/1/2017,million kilowatthours,Connecticut,other,NA
6/1/2017,million kilowatthours,Maine,residential,360
6/1/2017,million kilowatthours,Maine,commercial,341
6/1/2017,million kilowatthours,Maine,industrial,227
6/1/2017,million kilowatthours,Maine,transportation,0
6/1/2017,million kilowatthours,Maine,other,NA
6/1/2017,million kilowatthours,Massachusetts,residential,1604
6/1/2017,million kilowatthours,Massachusetts,commercial,2231
6/1/2017,million kilowatthours,Massachusetts,industrial,577
6/1/2017,million kilowatthours,Massachusetts,transportation,27
6/1/2017,million kilowatthours,Massachusetts,other,NA
6/1/2017,million kilowatthours,New Hampshire,residential,343
6/1/2017,million kilowatthours,New Hampshire,commercial,368
6/1/2017,million kilowatthours,New Hampshire,industrial,167
6/1/2017,million kilowatthours,New Hampshire,transportation,0
6/1/2017,million kilowatthours,New Hampshire,other,NA
6/1/2017,million kilowatthours,Rhode Island,residential,249
6/1/2017,million kilowatthours,Rhode Island,commercial,326
6/1/2017,million kilowatthours,Rhode Island,industrial,68
6/1/2017,million kilowatthours,Rhode Island,transportation,2
6/1/2017,million kilowatthours,Rhode Island,other,NA
6/1/2017,million kilowatthours,Vermont,residential,154
6/1/2017,million kilowatthours,Vermont,commercial,208
6/1/2017,million kilowatthours,Vermont,industrial,112
6/1/2017,million kilowatthours,Vermont,transportation,0
6/1/2017,million kilowatthours,Vermont,other,NA
6/1/2017,million kilowatthours,New Jersey,residential,2699
6/1/2017,million kilowatthours,New Jersey,commercial,3324
6/1/2017,million kilowatthours,New Jersey,industrial,632
6/1/2017,million kilowatthours,New Jersey,transportation,25
6/1/2017,million kilowatthours,New Jersey,other,NA
6/1/2017,million kilowatthours,New York,residential,4050
6/1/2017,million kilowatthours,New York,commercial,6325
6/1/2017,million kilowatthours,New York,industrial,1476
6/1/2017,million kilowatthours,New York,transportation,227
6/1/2017,million kilowatthours,New York,other,NA
6/1/2017,million kilowatthours,Pennsylvania,residential,3972
6/1/2017,million kilowatthours,Pennsylvania,commercial,3558
6/1/2017,million kilowatthours,Pennsylvania,industrial,3999
6/1/2017,million kilowatthours,Pennsylvania,transportation,67
6/1/2017,million kilowatthours,Pennsylvania,other,NA
6/1/2017,million kilowatthours,Illinois,residential,4212
6/1/2017,million kilowatthours,Illinois,commercial,4299
6/1/2017,million kilowatthours,Illinois,industrial,3707
6/1/2017,million kilowatthours,Illinois,transportation,41
6/1/2017,million kilowatthours,Illinois,other,NA
6/1/2017,million kilowatthours,Indiana,residential,2750
6/1/2017,million kilowatthours,Indiana,commercial,2079
6/1/2017,million kilowatthours,Indiana,industrial,3775
6/1/2017,million kilowatthours,Indiana,transportation,2
6/1/2017,million kilowatthours,Indiana,other,NA
6/1/2017,million kilowatthours,Michigan,residential,2904
6/1/2017,million kilowatthours,Michigan,commercial,3478
6/1/2017,million kilowatthours,Michigan,industrial,2572
6/1/2017,million kilowatthours,Michigan,transportation,1
6/1/2017,million kilowatthours,Michigan,other,NA
6/1/2017,million kilowatthours,Ohio,residential,4225
6/1/2017,million kilowatthours,Ohio,commercial,4105
6/1/2017,million kilowatthours,Ohio,industrial,4310
6/1/2017,million kilowatthours,Ohio,transportation,3
6/1/2017,million kilowatthours,Ohio,other,NA
6/1/2017,million kilowatthours,Wisconsin,residential,1772
6/1/2017,million kilowatthours,Wisconsin,commercial,2076
6/1/2017,million kilowatthours,Wisconsin,industrial,2115
6/1/2017,million kilowatthours,Wisconsin,transportation,0
6/1/2017,million kilowatthours,Wisconsin,other,NA
6/1/2017,million kilowatthours,Iowa,residential,1216
6/1/2017,million kilowatthours,Iowa,commercial,1068
6/1/2017,million kilowatthours,Iowa,industrial,1982
6/1/2017,million kilowatthours,Iowa,transportation,0
6/1/2017,million kilowatthours,Iowa,other,NA
6/1/2017,million kilowatthours,Kansas,residential,1303
6/1/2017,million kilowatthours,Kansas,commercial,1393
6/1/2017,million kilowatthours,Kansas,industrial,977
6/1/2017,million kilowatthours,Kansas,transportation,0
6/1/2017,million kilowatthours,Kansas,other,NA
6/1/2017,million kilowatthours,Minnesota,residential,1757
6/1/2017,million kilowatthours,Minnesota,commercial,2019
6/1/2017,million kilowatthours,Minnesota,industrial,1883
6/1/2017,million kilowatthours,Minnesota,transportation,2
6/1/2017,million kilowatthours,Minnesota,other,NA
6/1/2017,million kilowatthours,Missouri,residential,2991
6/1/2017,million kilowatthours,Missouri,commercial,2692
6/1/2017,million kilowatthours,Missouri,industrial,1138
6/1/2017,million kilowatthours,Missouri,transportation,2
6/1/2017,million kilowatthours,Missouri,other,NA
6/1/2017,million kilowatthours,Nebraska,residential,819
6/1/2017,million kilowatthours,Nebraska,commercial,815
6/1/2017,million kilowatthours,Nebraska,industrial,1070
6/1/2017,million kilowatthours,Nebraska,transportation,0
6/1/2017,million kilowatthours,Nebraska,other,NA
6/1/2017,million kilowatthours,North Dakota,residential,292
6/1/2017,million kilowatthours,North Dakota,commercial,497
6/1/2017,million kilowatthours,North Dakota,industrial,735
6/1/2017,million kilowatthours,North Dakota,transportation,0
6/1/2017,million kilowatthours,North Dakota,other,NA
6/1/2017,million kilowatthours,South Dakota,residential,342
6/1/2017,million kilowatthours,South Dakota,commercial,395
6/1/2017,million kilowatthours,South Dakota,industrial,257
6/1/2017,million kilowatthours,South Dakota,transportation,0
6/1/2017,million kilowatthours,South Dakota,other,NA
6/1/2017,million kilowatthours,Delaware,residential,371
6/1/2017,million kilowatthours,Delaware,commercial,359
6/1/2017,million kilowatthours,Delaware,industrial,210
6/1/2017,million kilowatthours,Delaware,transportation,0
6/1/2017,million kilowatthours,Delaware,other,NA
6/1/2017,million kilowatthours,District Of Columbia,residential,222
6/1/2017,million kilowatthours,District Of Columbia,commercial,726
6/1/2017,million kilowatthours,District Of Columbia,industrial,16
6/1/2017,million kilowatthours,District Of Columbia,transportation,29
6/1/2017,million kilowatthours,District Of Columbia,other,NA
6/1/2017,million kilowatthours,Florida,residential,11423
6/1/2017,million kilowatthours,Florida,commercial,8489
6/1/2017,million kilowatthours,Florida,industrial,1430
6/1/2017,million kilowatthours,Florida,transportation,8
6/1/2017,million kilowatthours,Florida,other,NA
6/1/2017,million kilowatthours,Georgia,residential,5039
6/1/2017,million kilowatthours,Georgia,commercial,4141
6/1/2017,million kilowatthours,Georgia,industrial,2772
6/1/2017,million kilowatthours,Georgia,transportation,14
6/1/2017,million kilowatthours,Georgia,other,NA
6/1/2017,million kilowatthours,Maryland,residential,2288
6/1/2017,million kilowatthours,Maryland,commercial,2616
6/1/2017,million kilowatthours,Maryland,industrial,321
6/1/2017,million kilowatthours,Maryland,transportation,45
6/1/2017,million kilowatthours,Maryland,other,NA
6/1/2017,million kilowatthours,North Carolina,residential,5050
6/1/2017,million kilowatthours,North Carolina,commercial,4433
6/1/2017,million kilowatthours,North Carolina,industrial,2295
6/1/2017,million kilowatthours,North Carolina,transportation,0
6/1/2017,million kilowatthours,North Carolina,other,NA
6/1/2017,million kilowatthours,South Carolina,residential,2720
6/1/2017,million kilowatthours,South Carolina,commercial,1993
6/1/2017,million kilowatthours,South Carolina,industrial,2251
6/1/2017,million kilowatthours,South Carolina,transportation,0
6/1/2017,million kilowatthours,South Carolina,other,NA
6/1/2017,million kilowatthours,Virginia,residential,3728
6/1/2017,million kilowatthours,Virginia,commercial,4390
6/1/2017,million kilowatthours,Virginia,industrial,1549
6/1/2017,million kilowatthours,Virginia,transportation,13
6/1/2017,million kilowatthours,Virginia,other,NA
6/1/2017,million kilowatthours,West Virginia,residential,767
6/1/2017,million kilowatthours,West Virginia,commercial,633
6/1/2017,million kilowatthours,West Virginia,industrial,1127
6/1/2017,million kilowatthours,West Virginia,transportation,0
6/1/2017,million kilowatthours,West Virginia,other,NA
6/1/2017,million kilowatthours,Alabama,residential,2700
6/1/2017,million kilowatthours,Alabama,commercial,2034
6/1/2017,million kilowatthours,Alabama,industrial,2821
6/1/2017,million kilowatthours,Alabama,transportation,0
6/1/2017,million kilowatthours,Alabama,other,NA
6/1/2017,million kilowatthours,Kentucky,residential,2119
6/1/2017,million kilowatthours,Kentucky,commercial,1688
6/1/2017,million kilowatthours,Kentucky,industrial,2409
6/1/2017,million kilowatthours,Kentucky,transportation,0
6/1/2017,million kilowatthours,Kentucky,other,NA
6/1/2017,million kilowatthours,Mississippi,residential,1537
6/1/2017,million kilowatthours,Mississippi,commercial,1267
6/1/2017,million kilowatthours,Mississippi,industrial,1361
6/1/2017,million kilowatthours,Mississippi,transportation,0
6/1/2017,million kilowatthours,Mississippi,other,NA
6/1/2017,million kilowatthours,Tennessee,residential,3324
6/1/2017,million kilowatthours,Tennessee,commercial,2978
6/1/2017,million kilowatthours,Tennessee,industrial,2116
6/1/2017,million kilowatthours,Tennessee,transportation,0
6/1/2017,million kilowatthours,Tennessee,other,NA
6/1/2017,million kilowatthours,Arkansas,residential,1452
6/1/2017,million kilowatthours,Arkansas,commercial,1070
6/1/2017,million kilowatthours,Arkansas,industrial,1495
6/1/2017,million kilowatthours,Arkansas,transportation,0
6/1/2017,million kilowatthours,Arkansas,other,NA
6/1/2017,million kilowatthours,Louisiana,residential,2666
6/1/2017,million kilowatthours,Louisiana,commercial,2151
6/1/2017,million kilowatthours,Louisiana,industrial,3237
6/1/2017,million kilowatthours,Louisiana,transportation,1
6/1/2017,million kilowatthours,Louisiana,other,NA
6/1/2017,million kilowatthours,Oklahoma,residential,2161
6/1/2017,million kilowatthours,Oklahoma,commercial,1934
6/1/2017,million kilowatthours,Oklahoma,industrial,1633
6/1/2017,million kilowatthours,Oklahoma,transportation,0
6/1/2017,million kilowatthours,Oklahoma,other,NA
6/1/2017,million kilowatthours,Texas,residential,14107
6/1/2017,million kilowatthours,Texas,commercial,12616
6/1/2017,million kilowatthours,Texas,industrial,10557
6/1/2017,million kilowatthours,Texas,transportation,15
6/1/2017,million kilowatthours,Texas,other,NA
6/1/2017,million kilowatthours,Arizona,residential,4110
6/1/2017,million kilowatthours,Arizona,commercial,2872
6/1/2017,million kilowatthours,Arizona,industrial,1136
6/1/2017,million kilowatthours,Arizona,transportation,1
6/1/2017,million kilowatthours,Arizona,other,NA
6/1/2017,million kilowatthours,Colorado,residential,1660
6/1/2017,million kilowatthours,Colorado,commercial,1797
6/1/2017,million kilowatthours,Colorado,industrial,1312
6/1/2017,million kilowatthours,Colorado,transportation,5
6/1/2017,million kilowatthours,Colorado,other,NA
6/1/2017,million kilowatthours,Idaho,residential,592
6/1/2017,million kilowatthours,Idaho,commercial,522
6/1/2017,million kilowatthours,Idaho,industrial,1089
6/1/2017,million kilowatthours,Idaho,transportation,0
6/1/2017,million kilowatthours,Idaho,other,NA
6/1/2017,million kilowatthours,Montana,residential,335
6/1/2017,million kilowatthours,Montana,commercial,399
6/1/2017,million kilowatthours,Montana,industrial,381
6/1/2017,million kilowatthours,Montana,transportation,0
6/1/2017,million kilowatthours,Montana,other,NA
6/1/2017,million kilowatthours,Nevada,residential,1529
6/1/2017,million kilowatthours,Nevada,commercial,1106
6/1/2017,million kilowatthours,Nevada,industrial,1180
6/1/2017,million kilowatthours,Nevada,transportation,1
6/1/2017,million kilowatthours,Nevada,other,NA
6/1/2017,million kilowatthours,New Mexico,residential,627
6/1/2017,million kilowatthours,New Mexico,commercial,836
6/1/2017,million kilowatthours,New Mexico,industrial,674
6/1/2017,million kilowatthours,New Mexico,transportation,0
6/1/2017,million kilowatthours,New Mexico,other,NA
6/1/2017,million kilowatthours,Utah,residential,906
6/1/2017,million kilowatthours,Utah,commercial,1073
6/1/2017,million kilowatthours,Utah,industrial,821
6/1/2017,million kilowatthours,Utah,transportation,5
6/1/2017,million kilowatthours,Utah,other,NA
6/1/2017,million kilowatthours,Wyoming,residential,185
6/1/2017,million kilowatthours,Wyoming,commercial,307
6/1/2017,million kilowatthours,Wyoming,industrial,863
6/1/2017,million kilowatthours,Wyoming,transportation,0
6/1/2017,million kilowatthours,Wyoming,other,NA
6/1/2017,million kilowatthours,California,residential,7898
6/1/2017,million kilowatthours,California,commercial,10767
6/1/2017,million kilowatthours,California,industrial,4509
6/1/2017,million kilowatthours,California,transportation,76
6/1/2017,million kilowatthours,California,other,NA
6/1/2017,million kilowatthours,Oregon,residential,1323
6/1/2017,million kilowatthours,Oregon,commercial,1359
6/1/2017,million kilowatthours,Oregon,industrial,1199
6/1/2017,million kilowatthours,Oregon,transportation,2
6/1/2017,million kilowatthours,Oregon,other,NA
6/1/2017,million kilowatthours,Washington,residential,2354
6/1/2017,million kilowatthours,Washington,commercial,2372
6/1/2017,million kilowatthours,Washington,industrial,2147
6/1/2017,million kilowatthours,Washington,transportation,1
6/1/2017,million kilowatthours,Washington,other,NA
6/1/2017,million kilowatthours,Alaska,residential,139
6/1/2017,million kilowatthours,Alaska,commercial,206
6/1/2017,million kilowatthours,Alaska,industrial,113
6/1/2017,million kilowatthours,Alaska,transportation,0
6/1/2017,million kilowatthours,Alaska,other,NA
6/1/2017,million kilowatthours,Hawaii,residential,214
6/1/2017,million kilowatthours,Hawaii,commercial,259
6/1/2017,million kilowatthours,Hawaii,industrial,307
6/1/2017,million kilowatthours,Hawaii,transportation,0
6/1/2017,million kilowatthours,Hawaii,other,NA
7/1/2017,million kilowatthours,Connecticut,residential,1270
7/1/2017,million kilowatthours,Connecticut,commercial,1150
7/1/2017,million kilowatthours,Connecticut,industrial,284
7/1/2017,million kilowatthours,Connecticut,transportation,14
7/1/2017,million kilowatthours,Connecticut,other,NA
7/1/2017,million kilowatthours,Maine,residential,378
7/1/2017,million kilowatthours,Maine,commercial,349
7/1/2017,million kilowatthours,Maine,industrial,219
7/1/2017,million kilowatthours,Maine,transportation,0
7/1/2017,million kilowatthours,Maine,other,NA
7/1/2017,million kilowatthours,Massachusetts,residential,1991
7/1/2017,million kilowatthours,Massachusetts,commercial,2455
7/1/2017,million kilowatthours,Massachusetts,industrial,650
7/1/2017,million kilowatthours,Massachusetts,transportation,28
7/1/2017,million kilowatthours,Massachusetts,other,NA
7/1/2017,million kilowatthours,New Hampshire,residential,409
7/1/2017,million kilowatthours,New Hampshire,commercial,398
7/1/2017,million kilowatthours,New Hampshire,industrial,172
7/1/2017,million kilowatthours,New Hampshire,transportation,0
7/1/2017,million kilowatthours,New Hampshire,other,NA
7/1/2017,million kilowatthours,Rhode Island,residential,320
7/1/2017,million kilowatthours,Rhode Island,commercial,343
7/1/2017,million kilowatthours,Rhode Island,industrial,64
7/1/2017,million kilowatthours,Rhode Island,transportation,2
7/1/2017,million kilowatthours,Rhode Island,other,NA
7/1/2017,million kilowatthours,Vermont,residential,173
7/1/2017,million kilowatthours,Vermont,commercial,224
7/1/2017,million kilowatthours,Vermont,industrial,123
7/1/2017,million kilowatthours,Vermont,transportation,0
7/1/2017,million kilowatthours,Vermont,other,NA
7/1/2017,million kilowatthours,New Jersey,residential,3515
7/1/2017,million kilowatthours,New Jersey,commercial,3657
7/1/2017,million kilowatthours,New Jersey,industrial,646
7/1/2017,million kilowatthours,New Jersey,transportation,26
7/1/2017,million kilowatthours,New Jersey,other,NA
7/1/2017,million kilowatthours,New York,residential,5210
7/1/2017,million kilowatthours,New York,commercial,7141
7/1/2017,million kilowatthours,New York,industrial,1585
7/1/2017,million kilowatthours,New York,transportation,230
7/1/2017,million kilowatthours,New York,other,NA
7/1/2017,million kilowatthours,Pennsylvania,residential,5032
7/1/2017,million kilowatthours,Pennsylvania,commercial,3978
7/1/2017,million kilowatthours,Pennsylvania,industrial,4176
7/1/2017,million kilowatthours,Pennsylvania,transportation,59
7/1/2017,million kilowatthours,Pennsylvania,other,NA
7/1/2017,million kilowatthours,Illinois,residential,5085
7/1/2017,million kilowatthours,Illinois,commercial,4720
7/1/2017,million kilowatthours,Illinois,industrial,3849
7/1/2017,million kilowatthours,Illinois,transportation,39
7/1/2017,million kilowatthours,Illinois,other,NA
7/1/2017,million kilowatthours,Indiana,residential,3328
7/1/2017,million kilowatthours,Indiana,commercial,2283
7/1/2017,million kilowatthours,Indiana,industrial,3872
7/1/2017,million kilowatthours,Indiana,transportation,2
7/1/2017,million kilowatthours,Indiana,other,NA
7/1/2017,million kilowatthours,Michigan,residential,3482
7/1/2017,million kilowatthours,Michigan,commercial,3648
7/1/2017,million kilowatthours,Michigan,industrial,2633
7/1/2017,million kilowatthours,Michigan,transportation,1
7/1/2017,million kilowatthours,Michigan,other,NA
7/1/2017,million kilowatthours,Ohio,residential,5212
7/1/2017,million kilowatthours,Ohio,commercial,4363
7/1/2017,million kilowatthours,Ohio,industrial,4343
7/1/2017,million kilowatthours,Ohio,transportation,3
7/1/2017,million kilowatthours,Ohio,other,NA
7/1/2017,million kilowatthours,Wisconsin,residential,2110
7/1/2017,million kilowatthours,Wisconsin,commercial,2176
7/1/2017,million kilowatthours,Wisconsin,industrial,2161
7/1/2017,million kilowatthours,Wisconsin,transportation,0
7/1/2017,million kilowatthours,Wisconsin,other,NA
7/1/2017,million kilowatthours,Iowa,residential,1437
7/1/2017,million kilowatthours,Iowa,commercial,1113
7/1/2017,million kilowatthours,Iowa,industrial,2047
7/1/2017,million kilowatthours,Iowa,transportation,0
7/1/2017,million kilowatthours,Iowa,other,NA
7/1/2017,million kilowatthours,Kansas,residential,1667
7/1/2017,million kilowatthours,Kansas,commercial,1607
7/1/2017,million kilowatthours,Kansas,industrial,1073
7/1/2017,million kilowatthours,Kansas,transportation,0
7/1/2017,million kilowatthours,Kansas,other,NA
7/1/2017,million kilowatthours,Minnesota,residential,2062
7/1/2017,million kilowatthours,Minnesota,commercial,2193
7/1/2017,million kilowatthours,Minnesota,industrial,1954
7/1/2017,million kilowatthours,Minnesota,transportation,2
7/1/2017,million kilowatthours,Minnesota,other,NA
7/1/2017,million kilowatthours,Missouri,residential,3884
7/1/2017,million kilowatthours,Missouri,commercial,3062
7/1/2017,million kilowatthours,Missouri,industrial,1194
7/1/2017,million kilowatthours,Missouri,transportation,2
7/1/2017,million kilowatthours,Missouri,other,NA
7/1/2017,million kilowatthours,Nebraska,residential,1062
7/1/2017,million kilowatthours,Nebraska,commercial,895
7/1/2017,million kilowatthours,Nebraska,industrial,1245
7/1/2017,million kilowatthours,Nebraska,transportation,0
7/1/2017,million kilowatthours,Nebraska,other,NA
7/1/2017,million kilowatthours,North Dakota,residential,360
7/1/2017,million kilowatthours,North Dakota,commercial,543
7/1/2017,million kilowatthours,North Dakota,industrial,777
7/1/2017,million kilowatthours,North Dakota,transportation,0
7/1/2017,million kilowatthours,North Dakota,other,NA
7/1/2017,million kilowatthours,South Dakota,residential,416
7/1/2017,million kilowatthours,South Dakota,commercial,438
7/1/2017,million kilowatthours,South Dakota,industrial,277
7/1/2017,million kilowatthours,South Dakota,transportation,0
7/1/2017,million kilowatthours,South Dakota,other,NA
7/1/2017,million kilowatthours,Delaware,residential,502
7/1/2017,million kilowatthours,Delaware,commercial,409
7/1/2017,million kilowatthours,Delaware,industrial,209
7/1/2017,million kilowatthours,Delaware,transportation,0
7/1/2017,million kilowatthours,Delaware,other,NA
7/1/2017,million kilowatthours,District Of Columbia,residential,288
7/1/2017,million kilowatthours,District Of Columbia,commercial,770
7/1/2017,million kilowatthours,District Of Columbia,industrial,20
7/1/2017,million kilowatthours,District Of Columbia,transportation,35
7/1/2017,million kilowatthours,District Of Columbia,other,NA
7/1/2017,million kilowatthours,Florida,residential,13153
7/1/2017,million kilowatthours,Florida,commercial,9046
7/1/2017,million kilowatthours,Florida,industrial,1482
7/1/2017,million kilowatthours,Florida,transportation,8
7/1/2017,million kilowatthours,Florida,other,NA
7/1/2017,million kilowatthours,Georgia,residential,6189
7/1/2017,million kilowatthours,Georgia,commercial,4548
7/1/2017,million kilowatthours,Georgia,industrial,2809
7/1/2017,million kilowatthours,Georgia,transportation,14
7/1/2017,million kilowatthours,Georgia,other,NA
7/1/2017,million kilowatthours,Maryland,residential,2858
7/1/2017,million kilowatthours,Maryland,commercial,2850
7/1/2017,million kilowatthours,Maryland,industrial,365
7/1/2017,million kilowatthours,Maryland,transportation,45
7/1/2017,million kilowatthours,Maryland,other,NA
7/1/2017,million kilowatthours,North Carolina,residential,6181
7/1/2017,million kilowatthours,North Carolina,commercial,4672
7/1/2017,million kilowatthours,North Carolina,industrial,2379
7/1/2017,million kilowatthours,North Carolina,transportation,0
7/1/2017,million kilowatthours,North Carolina,other,NA
7/1/2017,million kilowatthours,South Carolina,residential,3339
7/1/2017,million kilowatthours,South Carolina,commercial,2190
7/1/2017,million kilowatthours,South Carolina,industrial,2438
7/1/2017,million kilowatthours,South Carolina,transportation,0
7/1/2017,million kilowatthours,South Carolina,other,NA
7/1/2017,million kilowatthours,Virginia,residential,4757
7/1/2017,million kilowatthours,Virginia,commercial,4842
7/1/2017,million kilowatthours,Virginia,industrial,1428
7/1/2017,million kilowatthours,Virginia,transportation,17
7/1/2017,million kilowatthours,Virginia,other,NA
7/1/2017,million kilowatthours,West Virginia,residential,947
7/1/2017,million kilowatthours,West Virginia,commercial,693
7/1/2017,million kilowatthours,West Virginia,industrial,1141
7/1/2017,million kilowatthours,West Virginia,transportation,0
7/1/2017,million kilowatthours,West Virginia,other,NA
7/1/2017,million kilowatthours,Alabama,residential,3395
7/1/2017,million kilowatthours,Alabama,commercial,2254
7/1/2017,million kilowatthours,Alabama,industrial,2914
7/1/2017,million kilowatthours,Alabama,transportation,0
7/1/2017,million kilowatthours,Alabama,other,NA
7/1/2017,million kilowatthours,Kentucky,residential,2687
7/1/2017,million kilowatthours,Kentucky,commercial,1874
7/1/2017,million kilowatthours,Kentucky,industrial,2449
7/1/2017,million kilowatthours,Kentucky,transportation,0
7/1/2017,million kilowatthours,Kentucky,other,NA
7/1/2017,million kilowatthours,Mississippi,residential,1905
7/1/2017,million kilowatthours,Mississippi,commercial,1400
7/1/2017,million kilowatthours,Mississippi,industrial,1409
7/1/2017,million kilowatthours,Mississippi,transportation,0
7/1/2017,million kilowatthours,Mississippi,other,NA
7/1/2017,million kilowatthours,Tennessee,residential,4084
7/1/2017,million kilowatthours,Tennessee,commercial,3283
7/1/2017,million kilowatthours,Tennessee,industrial,2185
7/1/2017,million kilowatthours,Tennessee,transportation,0
7/1/2017,million kilowatthours,Tennessee,other,NA
7/1/2017,million kilowatthours,Arkansas,residential,1790
7/1/2017,million kilowatthours,Arkansas,commercial,1168
7/1/2017,million kilowatthours,Arkansas,industrial,1527
7/1/2017,million kilowatthours,Arkansas,transportation,0
7/1/2017,million kilowatthours,Arkansas,other,NA
7/1/2017,million kilowatthours,Louisiana,residential,3275
7/1/2017,million kilowatthours,Louisiana,commercial,2344
7/1/2017,million kilowatthours,Louisiana,industrial,3119
7/1/2017,million kilowatthours,Louisiana,transportation,1
7/1/2017,million kilowatthours,Louisiana,other,NA
7/1/2017,million kilowatthours,Oklahoma,residential,2734
7/1/2017,million kilowatthours,Oklahoma,commercial,2046
7/1/2017,million kilowatthours,Oklahoma,industrial,1607
7/1/2017,million kilowatthours,Oklahoma,transportation,0
7/1/2017,million kilowatthours,Oklahoma,other,NA
7/1/2017,million kilowatthours,Texas,residential,16887
7/1/2017,million kilowatthours,Texas,commercial,13275
7/1/2017,million kilowatthours,Texas,industrial,10636
7/1/2017,million kilowatthours,Texas,transportation,16
7/1/2017,million kilowatthours,Texas,other,NA
7/1/2017,million kilowatthours,Arizona,residential,4630
7/1/2017,million kilowatthours,Arizona,commercial,3051
7/1/2017,million kilowatthours,Arizona,industrial,1185
7/1/2017,million kilowatthours,Arizona,transportation,1
7/1/2017,million kilowatthours,Arizona,other,NA
7/1/2017,million kilowatthours,Colorado,residential,2021
7/1/2017,million kilowatthours,Colorado,commercial,1972
7/1/2017,million kilowatthours,Colorado,industrial,1422
7/1/2017,million kilowatthours,Colorado,transportation,6
7/1/2017,million kilowatthours,Colorado,other,NA
7/1/2017,million kilowatthours,Idaho,residential,815
7/1/2017,million kilowatthours,Idaho,commercial,612
7/1/2017,million kilowatthours,Idaho,industrial,1251
7/1/2017,million kilowatthours,Idaho,transportation,0
7/1/2017,million kilowatthours,Idaho,other,NA
7/1/2017,million kilowatthours,Montana,residential,413
7/1/2017,million kilowatthours,Montana,commercial,447
7/1/2017,million kilowatthours,Montana,industrial,412
7/1/2017,million kilowatthours,Montana,transportation,0
7/1/2017,million kilowatthours,Montana,other,NA
7/1/2017,million kilowatthours,Nevada,residential,2003
7/1/2017,million kilowatthours,Nevada,commercial,1230
7/1/2017,million kilowatthours,Nevada,industrial,1149
7/1/2017,million kilowatthours,Nevada,transportation,1
7/1/2017,million kilowatthours,Nevada,other,NA
7/1/2017,million kilowatthours,New Mexico,residential,772
7/1/2017,million kilowatthours,New Mexico,commercial,852
7/1/2017,million kilowatthours,New Mexico,industrial,704
7/1/2017,million kilowatthours,New Mexico,transportation,0
7/1/2017,million kilowatthours,New Mexico,other,NA
7/1/2017,million kilowatthours,Utah,residential,1183
7/1/2017,million kilowatthours,Utah,commercial,1141
7/1/2017,million kilowatthours,Utah,industrial,826
7/1/2017,million kilowatthours,Utah,transportation,5
7/1/2017,million kilowatthours,Utah,other,NA
7/1/2017,million kilowatthours,Wyoming,residential,223
7/1/2017,million kilowatthours,Wyoming,commercial,318
7/1/2017,million kilowatthours,Wyoming,industrial,902
7/1/2017,million kilowatthours,Wyoming,transportation,0
