month,measure,state,sector,value
2/1/2004,million kilowatthours,Louisiana,industrial,2281
2/1/2004,million kilowatthours,Louisiana,transportation,1
2/1/2004,million kilowatthours,Louisiana,other,NA
2/1/2004,million kilowatthours,Oklahoma,residential,1619
2/1/2004,million kilowatthours,Oklahoma,commercial,1245
2/1/2004,million kilowatthours,Oklahoma,industrial,1117
2/1/2004,million kilowatthours,Oklahoma,transportation,0
2/1/2004,million kilowatthours,Oklahoma,other,NA
2/1/2004,million kilowatthours,Texas,residential,9200
2/1/2004,million kilowatthours,Texas,commercial,6744
2/1/2004,million kilowatthours,Texas,industrial,7945
2/1/2004,million kilowatthours,Texas,transportation,5
2/1/2004,million kilowatthours,Texas,other,NA
2/1/2004,million kilowatthours,Arizona,residential,1939
2/1/2004,million kilowatthours,Arizona,commercial,1793
2/1/2004,million kilowatthours,Arizona,industrial,912
2/1/2004,million kilowatthours,Arizona,transportation,0
2/1/2004,million kilowatthours,Arizona,other,NA
2/1/2004,million kilowatthours,Colorado,residential,1311
2/1/2004,million kilowatthours,Colorado,commercial,1533
2/1/2004,million kilowatthours,Colorado,industrial,887
2/1/2004,million kilowatthours,Colorado,transportation,2
2/1/2004,million kilowatthours,Colorado,other,NA
2/1/2004,million kilowatthours,Idaho,residential,698
2/1/2004,million kilowatthours,Idaho,commercial,477
2/1/2004,million kilowatthours,Idaho,industrial,545
2/1/2004,million kilowatthours,Idaho,transportation,0
2/1/2004,million kilowatthours,Idaho,other,NA
2/1/2004,million kilowatthours,Montana,residential,394
2/1/2004,million kilowatthours,Montana,commercial,346
2/1/2004,million kilowatthours,Montana,industrial,355
2/1/2004,million kilowatthours,Montana,transportation,0
2/1/2004,million kilowatthours,Montana,other,NA
2/1/2004,million kilowatthours,Nevada,residential,698
2/1/2004,million kilowatthours,Nevada,commercial,579
2/1/2004,million kilowatthours,Nevada,industrial,895
2/1/2004,million kilowatthours,Nevada,transportation,0
2/1/2004,million kilowatthours,Nevada,other,NA
2/1/2004,million kilowatthours,New Mexico,residential,465
2/1/2004,million kilowatthours,New Mexico,commercial,603
2/1/2004,million kilowatthours,New Mexico,industrial,445
2/1/2004,million kilowatthours,New Mexico,transportation,0
2/1/2004,million kilowatthours,New Mexico,other,NA
2/1/2004,million kilowatthours,Utah,residential,568
2/1/2004,million kilowatthours,Utah,commercial,729
2/1/2004,million kilowatthours,Utah,industrial,676
2/1/2004,million kilowatthours,Utah,transportation,2
2/1/2004,million kilowatthours,Utah,other,NA
2/1/2004,million kilowatthours,Wyoming,residential,240
2/1/2004,million kilowatthours,Wyoming,commercial,296
2/1/2004,million kilowatthours,Wyoming,industrial,591
2/1/2004,million kilowatthours,Wyoming,transportation,0
2/1/2004,million kilowatthours,Wyoming,other,NA
2/1/2004,million kilowatthours,California,residential,6252
2/1/2004,million kilowatthours,California,commercial,8074
2/1/2004,million kilowatthours,California,industrial,3475
2/1/2004,million kilowatthours,California,transportation,75
2/1/2004,million kilowatthours,California,other,NA
2/1/2004,million kilowatthours,Oregon,residential,1861
2/1/2004,million kilowatthours,Oregon,commercial,1328
2/1/2004,million kilowatthours,Oregon,industrial,929
2/1/2004,million kilowatthours,Oregon,transportation,2
2/1/2004,million kilowatthours,Oregon,other,NA
2/1/2004,million kilowatthours,Washington,residential,3395
2/1/2004,million kilowatthours,Washington,commercial,2489
2/1/2004,million kilowatthours,Washington,industrial,1517
2/1/2004,million kilowatthours,Washington,transportation,4
2/1/2004,million kilowatthours,Washington,other,NA
2/1/2004,million kilowatthours,Alaska,residential,200
2/1/2004,million kilowatthours,Alaska,commercial,217
2/1/2004,million kilowatthours,Alaska,industrial,91
